Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	Estimates Start After
Italy	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	8,576.081	7,764.518	7,668.017	7,951.107	7,854.763	8,110.888	11,485.191	14,415.464	15,966.447	16,591.142	20,690.996	21,844.143	23,159.170	18,609.968	19,186.321	20,609.055	23,033.403	21,811.841	22,283.565	21,968.415	20,116.615	20,423.140	22,298.572	27,493.855	31,249.582	31,961.477	33,341.157	37,685.357	40,689.133	36,849.920	35,657.647	38,003.359	34,469.650	35,219.795	35,456.697	30,032.106	30,507.181	31,618.678	33,725.014	2016
Italy	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	10,543.692	11,606.813	12,368.149	12,997.716	13,892.659	14,732.369	15,456.617	16,358.058	17,636.154	18,929.463	20,016.556	20,981.628	21,614.838	21,913.853	22,853.342	23,864.802	24,613.027	25,479.500	26,159.329	26,971.725	28,601.612	29,752.447	30,264.001	30,805.385	31,916.204	33,004.025	34,550.935	35,855.532	35,872.000	33,924.616	34,767.344	35,544.006	35,051.974	34,804.562	35,310.513	35,965.298	36,823.434	37,970.495	39,145.305	2016
Italy	Unemployment rate	Percent of total labor force		Source: National Statistics Office Latest actual data: 2016 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2017	7.370	7.649	8.288	7.367	7.833	8.167	8.867	9.617	9.683	9.667	8.858	8.533	8.808	9.833	10.633	11.150	11.150	11.242	11.333	10.942	10.100	9.100	8.608	8.450	7.967	7.700	6.800	6.142	6.708	7.725	8.333	8.392	10.675	12.133	12.633	11.917	11.650	11.380	10.980	2016
Italy	Population	Persons	Millions	Source: National Statistics Office Latest actual data: 2016 Primary domestic currency: Euro Data last updated: 09/2017	56.388	56.479	56.524	56.563	56.565	56.588	56.598	56.594	56.609	56.649	56.694	56.744	56.773	56.821	56.842	56.844	56.844	56.876	56.904	56.909	56.924	56.961	56.999	57.200	57.625	58.065	58.316	58.540	59.034	59.449	59.707	59.952	60.168	60.510	60.783	60.796	60.666	60.760	60.756	2016
Jamaica	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	2,161.595	2,332.695	2,633.526	3,184.397	4,133.281	4,962.726	5,691.242	6,372.278	7,550.034	9,054.777	14,196.207	21,777.257	41,501.449	56,899.189	74,975.195	93,796.629	105,234.895	113,937.172	122,054.940	129,644.392	143,806.880	156,001.122	172,001.281	196,187.551	223,663.004	250,006.945	279,264.238	327,024.421	366,859.305	390,279.782	420,478.893	450,263.634	474,451.866	514,064.406	550,827.180	592,458.754	619,608.315	654,330.953	699,721.308	2015
Jamaica	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	1,214.379	1,310.503	1,479.509	1,289.230	948.000	878.359	1,034.771	1,158.596	1,372.734	1,588.557	1,971.695	1,799.773	1,804.411	2,280.661	2,266.075	2,657.668	2,835.026	3,218.158	3,339.396	3,320.510	3,367.753	3,391.605	3,552.575	3,397.724	3,654.791	4,010.179	4,253.269	4,756.272	5,054.543	4,435.332	4,812.073	5,230.726	5,330.880	5,101.923	4,953.122	5,052.677	4,933.799	5,023.606	5,230.274	2015
Jamaica	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	2,887.851	3,239.024	3,486.628	3,700.707	3,859.738	3,888.427	4,206.682	4,612.674	4,556.661	4,946.675	5,286.693	5,472.142	5,709.536	5,925.471	6,111.236	6,338.283	6,408.834	6,349.747	6,279.212	6,376.318	6,511.853	6,686.715	6,778.540	7,111.946	7,352.686	7,610.060	8,029.157	8,325.031	8,385.643	8,130.077	8,075.203	8,319.467	8,385.817	8,492.942	8,644.283	8,772.342	8,953.831	9,211.619	9,557.148	2015
Jamaica	Unemployment rate	Percent of total labor force		Source: International Financial Institution. National Statistics Office if data is not yet available in IFS. Latest actual data: 2015 Employment type: National definition Primary domestic currency: Jamaica dollar Data last updated: 08/2017	27.262	25.941	27.577	26.378	25.512	25.010	23.654	20.968	19.089	15.200	15.700	15.400	15.700	16.300	15.400	16.200	16.000	16.500	15.500	15.700	15.500	15.000	14.200	11.800	12.200	11.225	10.325	9.850	10.575	11.350	12.375	12.996	13.925	15.275	14.200	13.500	12.835	12.202	11.600	2015
Jamaica	Population	Persons	Millions	Source: International Financial Institution. National Statistics Office if data is not yet available in IFS. Latest actual data: 2015 Primary domestic currency: Jamaica dollar Data last updated: 08/2017	2.112	2.150	2.186	2.230	2.235	2.269	2.290	2.306	2.320	2.324	2.365	2.381	2.399	2.419	2.440	2.462	2.485	2.509	2.534	2.559	2.582	2.605	2.627	2.647	2.666	2.682	2.696	2.708	2.719	2.730	2.741	2.755	2.769	2.784	2.799	2.814	2.829	2.844	2.860	2015
Japan	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	2,117,588.724	2,258,971.560	2,358,637.807	2,437,769.502	2,568,471.236	2,741,238.061	2,859,074.743	2,957,546.737	3,165,337.143	3,397,149.842	3,647,367.750	3,863,452.894	3,950,420.128	3,964,515.437	4,008,570.957	4,086,074.002	4,182,658.661	4,238,858.935	4,177,938.034	4,105,096.100	4,152,806.615	4,113,862.983	4,050,116.562	4,038,102.053	4,078,505.336	4,102,737.335	4,124,424.005	4,161,702.028	4,077,894.000	3,837,701.775	3,921,443.742	3,844,209.470	3,880,442.252	3,951,663.328	4,041,063.724	4,175,203.481	4,230,154.753	4,294,681.418	4,371,374.034	2016
Japan	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	9,339.270	10,245.376	9,473.798	10,264.325	10,813.987	11,494.325	16,970.562	20,453.565	24,704.268	24,628.061	25,195.882	28,717.846	31,193.806	35,657.272	39,224.151	43,454.779	38,453.377	35,042.318	31,931.068	35,912.458	38,533.864	33,860.453	32,301.301	34,844.659	37,701.442	37,228.225	35,464.644	35,342.482	39,453.502	41,014.194	44,673.608	48,168.814	48,632.913	40,490.155	38,143.113	34,493.264	38,882.636	38,550.089	40,063.255	2016
Japan	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	8,735.867	9,905.869	10,820.258	11,510.258	12,377.195	13,477.035	14,110.141	14,981.302	16,535.020	18,038.254	19,623.944	20,890.695	21,477.701	21,961.605	22,598.323	23,641.780	24,765.245	25,399.871	25,317.806	25,592.220	26,850.223	27,508.430	27,904.898	28,843.273	30,266.127	31,754.942	33,196.964	34,641.068	34,952.174	33,346.856	35,157.293	35,775.303	37,059.936	38,477.893	39,365.834	40,279.933	41,220.346	42,658.713	43,883.170	2016
Japan	Unemployment rate	Percent of total labor force		Source: Cabinet Office of Japan via Haver database. Latest actual data: 2016 Employment type: National definition Primary domestic currency: Japanese yen Data last updated: 09/2017	2.017	2.208	2.350	2.658	2.708	2.625	2.767	2.850	2.517	2.250	2.100	2.092	2.150	2.500	2.892	3.150	3.367	3.400	4.100	4.667	4.733	5.042	5.358	5.242	4.733	4.425	4.117	3.833	3.983	5.075	5.058	4.583	4.325	4.008	3.583	3.375	3.117	2.892	2.900	2016
Japan	Population	Persons	Millions	Source: Cabinet Office of Japan via Haver database. Latest actual data: 2016. Actual surveys are taken every 5 years with the latest one done in 2010. Other years are authorities estimates. Primary domestic currency: Japanese yen Data last updated: 09/2017	116.769	117.623	118.451	119.271	120.050	120.800	121.446	122.031	122.548	123.028	123.438	123.928	124.367	124.770	125.116	125.436	125.711	126.011	126.349	126.587	126.831	127.132	127.400	127.634	127.734	127.752	127.746	127.757	127.692	127.551	127.594	127.831	127.552	127.333	127.120	126.978	126.960	126.705	126.378	2016
Jordan	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	521.675	624.666	684.973	714.069	734.783	729.852	798.752	784.729	776.214	771.469	796.165	799.243	949.428	972.768	1,052.864	1,105.691	1,120.734	1,140.165	1,213.457	1,219.439	1,235.023	1,278.304	1,332.671	1,382.165	1,512.276	1,630.799	1,906.316	2,119.766	2,665.540	2,828.129	3,069.200	3,276.771	3,438.555	3,652.557	3,810.577	3,903.533	3,934.333	4,025.422	4,138.782	2015
Jordan	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	1,750.000	1,892.353	1,944.289	1,967.131	1,912.998	1,852.290	2,283.096	2,316.703	2,089.271	1,352.556	1,199.707	1,174.024	1,396.769	1,385.329	1,497.162	1,559.511	1,580.727	1,608.134	1,711.508	1,719.946	1,741.926	1,802.971	1,879.653	1,949.461	2,132.974	2,300.144	2,688.739	2,989.803	3,754.282	3,983.280	4,322.817	4,615.170	4,849.875	5,151.713	5,374.590	5,505.700	5,549.141	5,677.617	5,837.503	2015
Jordan	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	3,693.360	4,556.615	4,985.834	4,879.592	5,072.637	4,902.952	5,079.558	5,130.911	5,186.956	4,631.207	4,341.634	4,271.830	4,810.366	4,953.679	5,123.184	5,391.417	5,451.587	5,572.736	5,656.014	5,792.686	6,025.073	6,329.417	6,638.394	6,875.746	7,497.471	8,180.229	8,907.290	9,679.322	10,353.225	10,763.958	10,904.753	11,169.296	11,422.468	11,675.585	11,986.449	12,135.159	12,264.495	12,487.332	12,763.979	2015
Jordan	Unemployment rate	Percent of total labor force		Source: National Statistics Office Latest actual data: 2016 Employment type: National definition Primary domestic currency: Jordanian dinar Data last updated: 09/2017	n/a	n/a	n/a	n/a	5.361	5.976	8.037	8.391	8.805	10.282	16.800	18.800	17.600	19.600	15.800	15.400	13.100	14.400	13.500	14.380	13.706	14.691	15.325	14.439	14.700	14.844	14.058	13.100	12.650	12.938	12.500	12.900	12.200	12.600	11.875	13.075	15.275	n/a	n/a	2016
Jordan	Population	Persons	Millions	Source: National Statistics Office Latest actual data: 2015 Primary domestic currency: Jordanian dinar Data last updated: 09/2017	2.233	2.319	2.409	2.502	2.599	2.700	2.805	2.914	3.027	3.144	3.468	3.701	3.844	3.993	4.139	4.264	4.383	4.506	4.623	4.738	4.857	4.978	5.098	5.230	5.350	5.473	5.600	5.723	5.850	5.980	6.113	6.249	6.388	6.530	6.675	6.824	6.976	7.131	7.290	2015
Kazakhstan	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	142.842	1,768.126	26,801.823	64,697.814	91,453.154	110,094.843	115,896.271	135,318.107	174,893.822	218,878.958	254,006.551	308,468.571	389,400.476	498,748.300	663,360.806	825,212.343	1,004,411.102	1,049,660.372	1,326,969.848	1,693,929.305	1,834,154.549	2,097,747.488	2,277,903.104	2,313,681.120	2,551,089.727	2,841,737.679	3,053,257.136	2015
Kazakhstan	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	168.645	304.849	737.242	1,058.581	1,349.596	1,457.027	1,445.898	1,132.124	1,230.491	1,491.653	1,657.150	2,062.289	2,862.502	3,753.444	5,261.010	6,733.450	8,349.277	7,116.502	9,005.258	11,553.128	12,300.475	13,789.252	12,712.104	10,434.756	7,456.438	8,585.310	9,224.342	2015
Kazakhstan	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7,196.320	6,748.425	6,444.521	6,087.302	6,307.941	6,650.634	6,697.771	7,009.049	7,890.101	9,168.301	10,210.511	11,318.399	12,641.584	14,178.082	15,990.803	17,676.906	18,139.772	18,245.027	19,530.312	21,129.033	22,277.896	23,644.954	24,734.035	24,940.131	25,167.387	26,071.703	26,928.855	2015
Kazakhstan	Unemployment rate	Percent of total labor force		Source: Haver Analytics Latest actual data: 2016 Employment type: National definition Primary domestic currency: Kazakhstani tenge Data last updated: 08/2015	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	10.100	10.983	12.959	13.008	13.116	13.465	12.753	10.433	9.334	8.777	8.402	8.100	7.800	7.258	6.625	6.575	5.783	5.400	5.292	5.225	5.042	4.971	4.951	4.951	4.951	2016
Kazakhstan	Population	Persons	Millions	Source: National Statistics Office Latest actual data: 2015 Notes: Data prior to 1996 cannot be confirmed by national sources at this time. Primary domestic currency: Kazakhstani tenge Data last updated: 08/2015	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	17.048	16.900	15.800	15.676	15.481	15.188	14.955	14.902	14.866	14.851	14.867	14.951	15.075	15.219	15.397	15.572	15.982	16.203	16.440	16.673	16.910	17.161	17.418	17.671	17.927	18.193	18.463	2015
Kenya	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	4,761.194	5,271.051	5,912.078	6,443.593	7,000.643	7,680.302	8,709.835	9,363.266	10,128.051	11,267.602	12,637.696	13,939.997	15,593.427	18,966.068	21,309.507	24,069.256	29,480.950	32,016.170	34,091.243	35,171.030	36,511.179	37,679.121	37,326.674	39,846.655	43,479.357	46,940.513	53,602.575	60,264.488	67,684.848	75,959.894	82,319.506	94,327.028	104,701.966	113,520.144	125,637.395	141,643.529	157,502.749	174,242.856	190,322.123	2013
Kenya	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	641.654	582.630	541.284	484.062	485.688	467.396	536.791	569.040	570.524	546.950	552.681	506.802	484.699	326.994	380.183	468.002	516.168	507.780	564.736	500.113	479.303	479.603	473.995	524.743	549.163	621.283	743.439	895.226	978.454	982.003	1,038.953	1,054.979	1,238.875	1,318.803	1,431.257	1,447.852	1,551.705	1,677.695	1,790.014	2013
Kenya	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	1,018.595	1,117.659	1,203.260	1,228.754	1,250.065	1,298.308	1,370.205	1,437.766	1,526.640	1,603.518	1,681.479	1,709.790	1,679.843	1,668.480	1,696.589	1,753.976	1,806.269	1,791.389	1,810.899	1,824.699	1,822.301	1,885.845	1,872.244	1,912.991	2,001.362	2,124.037	2,255.113	2,407.161	2,393.886	2,424.782	2,605.348	2,750.211	2,842.337	2,977.582	3,104.124	3,227.001	3,364.085	3,496.291	3,657.068	2013
Kenya	Unemployment rate	Percent of total labor force																																										
Kenya	Population	Persons	Millions	Source: National Statistics Office Latest actual data: 2013 Notes: National Statistical Office. Series from January 1998 to October 2005 was adjusted in line with methodology reported in the 2011 Article IV Staff Report Primary domestic currency: Kenya shillings Data last updated: 08/2017	15.740	16.327	16.920	17.498	18.095	18.712	19.351	20.011	20.694	21.400	22.037	22.694	23.370	24.066	24.783	25.521	26.281	27.064	27.870	28.700	29.494	30.309	31.147	32.009	32.894	33.803	34.738	35.698	36.686	37.700	38.500	39.500	40.700	41.800	43.000	44.200	45.451	46.729	48.033	2013
Kiribati	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	616.143	639.919	669.251	684.039	751.596	714.740	714.883	756.839	840.021	804.582	768.676	828.865	879.827	916.466	979.160	972.475	1,081.904	1,127.713	1,279.048	1,290.227	1,378.156	1,415.860	1,516.566	1,559.222	1,531.908	1,586.887	1,524.603	1,617.528	1,680.306	1,658.542	1,621.431	1,635.456	1,698.844	1,766.244	1,816.852	2,020.305	2,079.455	2,140.848	2,201.644	2015
Kiribati	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	702.094	735.458	680.896	617.277	661.104	500.889	479.615	1,080.928	658.759	637.653	600.560	645.767	646.935	623.303	716.426	721.087	847.072	839.089	805.035	832.626	802.564	732.900	824.865	1,016.432	1,128.371	1,212.133	1,148.560	1,356.395	1,437.106	1,312.410	1,490.904	1,688.138	1,759.663	1,710.478	1,640.064	1,520.507	1,546.884	1,625.162	1,678.128	2015
Kiribati	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	953.440	1,006.155	1,141.148	1,137.841	1,212.982	1,159.134	1,139.593	1,035.670	1,152.453	1,133.758	1,129.184	1,140.922	1,165.516	1,188.732	1,217.898	1,224.732	1,240.220	1,264.725	1,343.167	1,317.157	1,403.468	1,389.614	1,440.423	1,471.625	1,460.663	1,553.809	1,542.635	1,584.060	1,557.996	1,553.457	1,514.549	1,534.625	1,620.657	1,706.726	1,721.185	1,846.382	1,910.400	1,957.989	2,002.609	2015
Kiribati	Unemployment rate	Percent of total labor force																																										
Kiribati	Population	Persons	Millions	Source: National Statistics Office Latest actual data: 2015 Primary domestic currency: Australian dollar Data last updated: 08/2017	0.060	0.060	0.060	0.062	0.063	0.064	0.065	0.067	0.068	0.070	0.072	0.073	0.074	0.075	0.077	0.078	0.079	0.080	0.082	0.083	0.084	0.086	0.088	0.089	0.091	0.093	0.095	0.097	0.099	0.101	0.103	0.104	0.106	0.107	0.109	0.110	0.112	0.115	0.117	2015
Korea	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	1,035,348.677	1,273,756.788	1,445,814.247	1,691,521.381	1,926,834.747	2,137,924.504	2,471,029.397	2,888,035.061	3,427,768.869	3,852,103.786	4,611,980.564	5,517,341.859	6,246,402.975	7,016,094.807	8,199,856.009	9,512,059.202	10,568,790.147	11,540,931.087	11,331,093.645	12,374,815.991	13,512,231.964	14,527,389.012	15,992,089.871	16,932,051.541	18,219,367.833	19,089,045.971	19,944,026.928	21,429,331.144	22,515,518.796	23,357,500.892	25,533,864.879	26,687,441.393	27,439,454.853	28,345,762.022	29,284,280.567	30,660,110.261	31,952,350.662	33,797,776.618	35,167,436.681	2015
Korea	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	1,710.794	1,870.342	1,977.501	2,180.548	2,390.645	2,457.689	2,803.373	3,510.950	4,686.323	5,736.468	6,513.161	7,522.976	8,002.149	8,740.708	10,206.752	12,340.025	13,137.108	12,132.831	8,083.133	10,409.505	11,946.770	11,255.772	12,782.468	14,210.644	15,907.906	18,639.521	20,893.477	23,060.709	20,430.640	18,291.920	22,086.953	24,079.790	24,358.780	25,890.018	27,811.367	27,105.076	27,534.841	29,730.204	30,919.170	2015
Korea	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	2,183.962	2,519.725	2,852.808	3,308.960	3,737.795	4,115.623	4,623.632	5,280.515	6,056.404	6,667.935	7,518.532	8,488.726	9,123.118	9,878.791	10,907.561	12,078.583	13,107.596	13,989.766	13,271.703	14,892.397	16,452.392	17,454.406	18,929.844	19,770.878	21,225.652	22,719.950	24,501.205	26,393.701	27,463.503	27,724.786	29,738.219	31,228.513	32,362.259	33,683.619	35,212.004	36,394.545	37,730.497	39,387.496	41,173.455	2015
Korea	Unemployment rate	Percent of total labor force		Source: National Statistics Office Latest actual data: 2015 Employment type: National definition Primary domestic currency: Korean won Data last updated: 07/2017	5.200	4.500	4.133	4.117	3.850	4.025	3.842	3.108	2.525	2.583	2.458	2.450	2.525	2.900	2.475	2.067	2.058	2.617	6.950	6.550	4.425	4.017	3.283	3.567	3.683	3.733	3.467	3.250	3.175	3.650	3.725	3.408	3.225	3.125	3.542	3.642	3.708	3.800	3.600	2015
Korea	Population	Persons	Millions	Source: National Statistics Office Latest actual data: 2015 Primary domestic currency: Korean won Data last updated: 07/2017	38.124	38.723	39.326	39.910	40.406	40.806	41.214	41.622	42.031	42.449	42.869	43.296	43.748	44.195	44.642	45.093	45.525	45.954	46.287	46.617	47.008	47.370	47.645	47.892	48.083	48.185	48.438	48.684	49.055	49.308	49.554	49.937	50.200	50.429	50.747	51.015	51.246	51.454	51.663	2015
Kosovo	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1,642.039	1,922.935	1,894.286	1,930.595	1,786.092	1,818.949	1,863.733	2,037.489	2,258.058	2,328.943	2,479.944	2,672.055	2,799.055	2,934.964	3,022.527	3,159.417	3,254.413	3,370.424	3,491.668	0
Kosovo	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1,517.279	1,722.226	1,789.000	2,183.170	2,220.655	2,265.964	2,340.193	2,792.655	3,323.217	3,243.745	3,290.622	3,717.919	3,598.391	3,898.089	4,016.459	3,505.768	3,601.698	3,580.618	3,697.550	0
Kosovo	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5,172.691	5,561.593	5,464.127	5,775.193	5,739.789	6,076.179	6,385.580	6,998.255	7,364.814	7,564.924	7,787.629	8,172.958	8,531.421	8,930.020	9,065.994	9,560.362	10,008.083	10,383.068	10,793.162	0
Kosovo	Unemployment rate	Percent of total labor force																																										
Kosovo	Population	Persons	Millions	Source: Census never done Latest actual data: IMF staff estimates Primary domestic currency: Euro Data last updated: 08/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.472	1.472	1.511	1.537	1.631	1.651	1.674	1.699	1.720	1.747	1.775	1.802	1.807	1.815	1.842	1.838	1.839	1.867	1.895	0
Kuwait	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	5,667.103	4,915.503	4,150.969	3,884.697	4,015.375	3,793.882	2,890.462	3,280.612	2,886.550	3,401.286	2,501.211	2,302.101	4,103.219	4,885.528	4,032.654	4,139.769	4,511.541	4,168.104	3,481.702	4,066.372	5,218.679	4,632.147	4,789.082	5,598.421	6,361.252	7,888.239	9,258.520	9,583.627	11,511.360	8,750.954	9,234.674	11,546.025	12,873.930	12,696.992	11,575.529	8,387.682	7,931.343	8,339.482	8,634.166	2015
Kuwait	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	20,966.177	17,631.854	14,417.541	12,973.988	13,410.421	12,670.687	9,653.473	10,956.483	9,640.407	11,359.505	8,588.145	7,960.513	13,989.932	16,213.488	13,549.775	13,871.989	15,068.130	13,740.681	11,424.919	13,358.134	17,012.776	15,108.112	15,759.074	18,786.749	21,585.563	27,014.773	31,907.199	33,732.522	42,827.126	30,414.739	32,216.413	41,831.403	45,993.653	44,775.380	40,688.823	27,884.758	26,244.814	27,236.747	28,199.185	2015
Kuwait	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	33,082.204	28,057.327	25,795.347	26,978.734	28,775.204	26,759.213	27,990.419	29,408.265	26,009.903	32,398.807	24,435.901	23,328.335	41,775.562	55,451.926	49,746.871	48,207.564	46,309.273	45,679.949	46,556.116	46,748.441	50,908.279	50,100.746	50,003.928	56,863.252	59,851.191	62,601.099	65,197.399	66,421.793	68,553.247	63,392.279	60,946.553	67,132.635	71,743.521	71,183.550	70,933.826	71,191.352	71,877.839	69,669.484	71,929.183	2015
Kuwait	Unemployment rate	Percent of total labor force		Source: National Statistics Office Latest actual data: 2015 Employment type: National definition Primary domestic currency: Kuwaiti dinar Data last updated: 09/2017	n/a	0.500	0.500	0.500	0.500	0.500	0.500	0.500	0.500	0.500	0.500	0.500	0.500	3.842	7.183	1.500	1.800	0.699	0.711	0.791	0.777	1.097	1.305	1.221	1.420	1.349	1.370	1.701	1.671	1.639	2.072	2.072	2.072	2.072	2.072	2.072	2.072	2.072	2.072	2015
Kuwait	Population	Persons	Millions	Source: Ministry of Planning, Central Statistical Office, and Civil Information Authority Latest actual data: 2015 Primary domestic currency: Kuwaiti dinar Data last updated: 09/2017	1.370	1.432	1.497	1.566	1.600	1.700	1.800	1.900	2.000	2.100	2.130	1.360	1.420	1.480	1.830	1.960	2.090	2.209	2.271	2.255	2.217	2.309	2.420	2.547	2.754	2.991	3.183	3.400	3.442	3.485	3.582	3.682	3.785	3.890	3.999	4.110	4.225	4.342	4.463	2015
Kyrgyz Republic	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	166.687	1,184.464	2,656.181	3,512.923	5,020.276	6,484.883	7,112.017	9,999.391	13,278.658	14,871.484	15,033.381	16,531.874	18,370.119	19,444.147	21,686.268	26,827.799	35,150.144	37,137.652	40,230.848	51,512.044	54,823.240	61,506.188	67,971.126	71,516.045	75,000.117	79,271.784	83,963.592	2015
Kyrgyz Republic	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	207.064	147.505	244.768	324.841	390.961	373.374	339.082	254.832	277.937	307.038	320.429	378.356	431.162	473.877	540.540	719.775	960.950	865.597	875.264	1,116.335	1,166.150	1,269.791	1,266.639	1,109.428	1,072.747	1,139.574	1,159.512	2015
Kyrgyz Republic	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1,821.600	1,595.368	1,300.877	1,236.596	1,329.554	1,464.125	1,488.061	1,544.045	1,649.125	1,759.987	1,770.599	1,909.991	2,074.747	2,115.870	2,223.538	2,458.208	2,666.304	2,728.362	2,718.906	2,900.988	2,893.838	3,197.500	3,317.809	3,398.411	3,520.238	3,653.910	3,810.637	2015
Kyrgyz Republic	Unemployment rate	Percent of total labor force		Source: National Statistics Office Latest actual data: 2015 Employment type: National definition Primary domestic currency: Kyrgyz som Data last updated: 08/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4.114	5.742	7.815	5.747	5.874	7.196	7.544	7.839	12.550	9.903	8.530	8.117	8.267	8.153	8.219	8.417	8.644	8.530	8.427	8.332	8.046	7.554	7.463	7.372	7.281	2015
